,party_id,played_at,cover_url,data_source_id,id,order_rank,playlist_id,source_playlist_id,updated_at
0,e466a9f2-5318-11ec-a8a2-8daeb074a1ae,2021-12-02 02:38:47.829,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_15FC8D1E7FA44D388654D6DCB362FC57.jpg,472430e7-441d-4948-a2f6-f4da8e148ffe,e44b60d4-5318-11ec-b909-86e2d68480b1,00000000,e42e46de-5318-11ec-804e-9aa5b3327e81,,2021-12-02 02:38:47.829
1,e466a9f2-5318-11ec-a8a2-8daeb074a1ae,2021-12-02 02:43:16.905,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_15FC8D1E7FA44D388654D6DCB362FC57.jpg,d2214c85-5c1d-4423-97f1-9a1b8d4e3dd6,e4527892-5318-11ec-b909-86e2d68480b1,0000000001,e42e46de-5318-11ec-804e-9aa5b3327e81,,2021-12-02 02:43:16.905
2,474db308-5d23-11ec-8d83-f59fb3ee5215,2021-12-14 21:17:50.499,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_7941648CFC524258B0E5B1BF617A1570.2020.08.30.00.31.30.jpg,8629cb60-c20d-4d29-8602-4503eab7ae2e,46a990c0-5d23-11ec-8599-5e789fde3be1,00000000,4680faf2-5d23-11ec-8043-a250eecfded7,,2021-12-14 21:17:50.499
3,474db308-5d23-11ec-8d83-f59fb3ee5215,2021-12-14 21:22:23.452,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_7941648CFC524258B0E5B1BF617A1570.2020.08.30.00.31.30.jpg,264a96b9-19e4-400a-8608-7d9c6a36f7cf,46ae69ba-5d23-11ec-8599-5e789fde3be1,00000001,4680faf2-5d23-11ec-8043-a250eecfded7,,2021-12-14 21:22:23.452
4,474db308-5d23-11ec-8d83-f59fb3ee5215,2021-12-14 21:26:30.254,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_7941648CFC524258B0E5B1BF617A1570.2020.08.30.00.31.30.jpg,ae461624-1f08-4152-b8cf-99d92738e6e4,46b1bdae-5d23-11ec-8599-5e789fde3be1,00000002,4680faf2-5d23-11ec-8043-a250eecfded7,,2021-12-14 21:26:30.254
5,474db308-5d23-11ec-8d83-f59fb3ee5215,2021-12-14 21:30:39.748,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_7941648CFC524258B0E5B1BF617A1570.2020.08.30.00.31.30.jpg,af595108-18d1-4051-84e4-7b8bccbc74c5,46b5118e-5d23-11ec-8599-5e789fde3be1,00000003,4680faf2-5d23-11ec-8043-a250eecfded7,,2021-12-14 21:30:39.748
6,474db308-5d23-11ec-8d83-f59fb3ee5215,2021-12-14 21:39:14.722,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_7941648CFC524258B0E5B1BF617A1570.2020.08.30.00.31.30.jpg,1d02a8bf-15df-45d9-9d7f-1b72ec3e3317,46bb85f0-5d23-11ec-8599-5e789fde3be1,00000005,4680faf2-5d23-11ec-8043-a250eecfded7,,2021-12-14 21:39:14.722
7,75850ea6-5e4a-11ec-930e-090d2beefdc3,2021-12-16 08:31:39.192,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_901259F438F6458CB26D3799292632C0.2021.11.13.18.05.24.jpg,2ceccc54-e9ae-48d8-b89b-63fffae20208,75558d48-5e4a-11ec-8043-a250eecfded7,00000000,751e1606-5e4a-11ec-a0d8-a250eecfded7,,2021-12-16 08:31:39.193
8,7d7fbcc4-4c92-11ec-8907-98f59b9e3b1b,2021-11-23 19:21:34.762,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_B8DF1F533C7A4E84B35BF6E8D8287AA1.2021.10.15.07.56.06.jpg,ca9ae639-3c48-4a01-acea-ce2f126ccae5,7d4ab060-4c92-11ec-a0b5-9a58024cb2de,00000000,7d2195ae-4c92-11ec-ba2f-c2804d2a32b1,,2021-11-23 19:21:34.762
9,634234d2-5cf9-11ec-b6f3-bb0580fa0fba,2021-12-14 16:21:13.418,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_69CDFC3B826A4E629BE55F6A032A1770.2021.12.04.18.02.08.jpg,e9904ca2-093a-4cac-8177-1ce2142cc49f,62e3b768-5cf9-11ec-b7a4-9a6e613be458,00000000,627b5c0e-5cf9-11ec-a02e-0216e853b52a,,2021-12-14 16:21:13.418
10,d8fc8596-5d86-11ec-a225-f31f954ca574,2021-12-15 09:10:37.282,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_901259F438F6458CB26D3799292632C0.2021.11.13.18.05.24.jpg,dc7a3d2e-c325-4766-8519-f029f8ed3528,d86cafc0-5d86-11ec-a0d8-a250eecfded7,00000000,d8422516-5d86-11ec-b436-5e789fde3be1,,2021-12-15 09:10:37.282
11,579ab14e-4071-11ec-ad47-a273009342b9,2021-11-30 08:51:54.708,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_38DCC9EAF465485FB5293D2400BA33B6.2021.03.06.18.06.23.jpg,0e5142d6-00be-4c49-8730-9eeca8941819,575ebd42-4071-11ec-aa51-0ed1735cda86,00000000,57246552-4071-11ec-ba64-0ed1735cda86,,2021-11-30 08:51:54.708
12,579ab14e-4071-11ec-ad47-a273009342b9,2021-11-30 08:54:30.121,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_D38D7F3F01944DB7B2D68A24ADFBC77F.jpg,6c603fa4-f915-4196-9cbb-1e7ead37069c,5762b532-4071-11ec-aa51-0ed1735cda86,00000001,57246552-4071-11ec-ba64-0ed1735cda86,,2021-11-30 08:54:30.121
13,bf1ef0c4-5dfd-11ec-9142-769abb2220a5,2021-12-15 23:22:20.329,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_D0848F785BCE4F32AB471C9D7BA71470.2020.11.26.18.23.59.jpg,a845dc83-79e8-4aad-a1e3-d3e485c5da20,be797bd0-5dfd-11ec-99b2-ea50d5d14cfa,00000000,be5ee5a4-5dfd-11ec-8043-a250eecfded7,,2021-12-15 23:22:20.329
14,bf1ef0c4-5dfd-11ec-9142-769abb2220a5,2021-12-15 23:26:27.007,https://aimg.vibbidi-vid.com/vibbidi-images/albums/69728124940292.jpg,2753184f-b347-4e63-8940-8ef61ebcea54,be7db5d8-5dfd-11ec-99b2-ea50d5d14cfa,00000001,be5ee5a4-5dfd-11ec-8043-a250eecfded7,,2021-12-15 23:26:27.007
15,bf1ef0c4-5dfd-11ec-9142-769abb2220a5,2021-12-15 23:29:58.074,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_E2925AFF1F464A90B5828B615B142541.jpg,6931d246-ba36-48c8-9b92-a4108ef29165,be80e5fa-5dfd-11ec-99b2-ea50d5d14cfa,00000002,be5ee5a4-5dfd-11ec-8043-a250eecfded7,,2021-12-15 23:29:58.074
16,37e3dcaa-4be7-11ec-9b79-9e12f9202248,2021-11-22 22:55:46.864,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_112D7022E308462E91ADEBB5D15C335B.2021.08.19.16.06.42.jpg,a777f8c4-77a1-4292-a3e7-ad855816c989,37bd6ffc-4be7-11ec-9a8e-d22bdb8453e3,00000000,37ad9b04-4be7-11ec-89a8-d22bdb8453e3,,2021-11-22 22:55:46.864
17,37e3dcaa-4be7-11ec-9b79-9e12f9202248,2021-11-22 22:59:48.680,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_FCEC4BDDE3344E92B67F802FA3175263.2021.11.13.18.07.46.jpg,9e0cc14f-9e4d-455a-90e4-7d1049d3c7b8,37c1381c-4be7-11ec-9a8e-d22bdb8453e3,00000001,37ad9b04-4be7-11ec-89a8-d22bdb8453e3,,2021-11-22 22:59:48.680
18,37e3dcaa-4be7-11ec-9b79-9e12f9202248,2021-11-22 23:07:30.967,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_901259F438F6458CB26D3799292632C0.2021.11.13.18.05.24.jpg,d34acc8e-1ddd-4e6f-9031-49a4cbd6f916,37c4199c-4be7-11ec-9a8e-d22bdb8453e3,00000002,37ad9b04-4be7-11ec-89a8-d22bdb8453e3,,2021-11-22 23:07:30.967
19,37e3dcaa-4be7-11ec-9b79-9e12f9202248,2021-11-22 23:08:11.101,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_901259F438F6458CB26D3799292632C0.2021.11.13.18.05.24.jpg,2ceccc54-e9ae-48d8-b89b-63fffae20208,37c73794-4be7-11ec-9a8e-d22bdb8453e3,00000003,37ad9b04-4be7-11ec-89a8-d22bdb8453e3,,2021-11-22 23:08:11.101
20,37e3dcaa-4be7-11ec-9b79-9e12f9202248,2021-11-22 23:12:06.122,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_28290B30BE944FC5BC617F12B3D6F978.2021.06.26.18.02.10.jpg,cc1f1d34-1aaf-4975-bab3-b1f70821f729,37ca1c20-4be7-11ec-9a8e-d22bdb8453e3,00000004,37ad9b04-4be7-11ec-89a8-d22bdb8453e3,,2021-11-22 23:12:06.122
21,37e3dcaa-4be7-11ec-9b79-9e12f9202248,2021-11-22 23:15:56.427,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_901259F438F6458CB26D3799292632C0.2021.11.13.18.05.24.jpg,ec2f8c9d-6a27-4cb2-adc9-bd341a12f12c,37cd6b00-4be7-11ec-9a8e-d22bdb8453e3,00000005,37ad9b04-4be7-11ec-89a8-d22bdb8453e3,,2021-11-22 23:15:56.427
22,37e3dcaa-4be7-11ec-9b79-9e12f9202248,2021-11-22 23:20:03.266,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_38DCC9EAF465485FB5293D2400BA33B6.2021.03.06.18.06.23.jpg,0e5142d6-00be-4c49-8730-9eeca8941819,37d08146-4be7-11ec-9a8e-d22bdb8453e3,00000006,37ad9b04-4be7-11ec-89a8-d22bdb8453e3,,2021-11-22 23:20:03.266
23,37e3dcaa-4be7-11ec-9b79-9e12f9202248,2021-11-22 23:23:10.187,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_112D7022E308462E91ADEBB5D15C335B.2021.08.19.16.06.42.jpg,a777f8c4-77a1-4292-a3e7-ad855816c989,37bd6ffc-4be7-11ec-9a8e-d22bdb8453e3,00000000,37ad9b04-4be7-11ec-89a8-d22bdb8453e3,,2021-11-22 23:23:10.187
24,d472cdcc-5c51-11ec-b434-21a5dbb28702,2021-12-13 20:18:34.185,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_69CDFC3B826A4E629BE55F6A032A1770.2021.12.04.18.02.08.jpg,e9904ca2-093a-4cac-8177-1ce2142cc49f,d44ace6c-5c51-11ec-9550-067fc7bb5bd6,00000000,d4263c82-5c51-11ec-9550-067fc7bb5bd6,,2021-12-13 20:18:34.185
25,d472cdcc-5c51-11ec-b434-21a5dbb28702,2021-12-13 20:39:38.677,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_69CDFC3B826A4E629BE55F6A032A1770.2021.12.04.18.02.08.jpg,e9904ca2-093a-4cac-8177-1ce2142cc49f,d44ace6c-5c51-11ec-9550-067fc7bb5bd6,00000000,d4263c82-5c51-11ec-9550-067fc7bb5bd6,,2021-12-13 20:39:38.678
26,1eb88814-4d7e-11ec-93cb-5e58d2c28468,2021-11-24 23:27:49.970,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_B8DF1F533C7A4E84B35BF6E8D8287AA1.2021.10.15.07.56.06.jpg,ca9ae639-3c48-4a01-acea-ce2f126ccae5,1e8596de-4d7e-11ec-90af-c687132219c8,00000000,1e5eedc2-4d7e-11ec-b269-9a58024cb2de,,2021-11-24 23:27:49.970
27,1eb88814-4d7e-11ec-93cb-5e58d2c28468,2021-11-24 23:33:19.910,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_0E85C38196D349498EDF0EE2BAA40FD5.2021.08.14.18.05.21.jpg,c28a3086-36ac-4ff6-bcd5-0f055a4e4b68,1e899f5e-4d7e-11ec-90af-c687132219c8,00000001,1e5eedc2-4d7e-11ec-b269-9a58024cb2de,,2021-11-24 23:33:19.910
28,1eb88814-4d7e-11ec-93cb-5e58d2c28468,2021-11-24 23:37:34.367,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_B8DF1F533C7A4E84B35BF6E8D8287AA1.2021.10.15.07.56.06.jpg,b13a1626-f9dd-49f5-8e16-690782f2f480,1e8cb70c-4d7e-11ec-90af-c687132219c8,00000002,1e5eedc2-4d7e-11ec-b269-9a58024cb2de,,2021-11-24 23:37:34.367
29,1ccc50f6-5cf8-11ec-986d-8201c6a00163,2021-12-14 16:09:37.176,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_69CDFC3B826A4E629BE55F6A032A1770.2021.12.04.18.02.08.jpg,e9904ca2-093a-4cac-8177-1ce2142cc49f,1c96eeb6-5cf8-11ec-ac1d-ca050fae5713,00000000,1c69d692-5cf8-11ec-b9ae-9a6e613be458,,2021-12-14 16:09:37.176
30,c324e1e0-4635-11ec-9689-90cee41b54b9,2021-11-15 17:02:13.226,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_28290B30BE944FC5BC617F12B3D6F978.2021.06.26.18.02.10.jpg,cc1f1d34-1aaf-4975-bab3-b1f70821f729,c2ddb6c6-4635-11ec-89a8-d22bdb8453e3,00000000,c2b31858-4635-11ec-9a4b-c687132219c8,,2021-11-15 17:02:13.226
31,c5969f20-5c49-11ec-a075-7c0f77637dab,2021-12-13 19:20:52.936,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_B8DF1F533C7A4E84B35BF6E8D8287AA1.2021.10.15.07.56.06.jpg,c5c5df30-d5f2-4ac0-8914-16bd9e8c2a2a,c546dcb0-5c49-11ec-89fe-528885d94511,00000000,c5246d9c-5c49-11ec-be6c-9e680d492751,,2021-12-13 19:20:52.936
32,c5969f20-5c49-11ec-a075-7c0f77637dab,2021-12-13 19:24:04.965,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_B8DF1F533C7A4E84B35BF6E8D8287AA1.2021.10.15.07.56.06.jpg,ca9ae639-3c48-4a01-acea-ce2f126ccae5,c54ae74c-5c49-11ec-89fe-528885d94511,00000001,c5246d9c-5c49-11ec-be6c-9e680d492751,,2021-12-13 19:24:04.965
33,c5969f20-5c49-11ec-a075-7c0f77637dab,2021-12-13 19:38:42.231,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_B8DF1F533C7A4E84B35BF6E8D8287AA1.2021.10.15.07.56.06.jpg,a788c89f-c24a-4865-b9ec-499cc0a77840,c54e21c8-5c49-11ec-89fe-528885d94511,00000002,c5246d9c-5c49-11ec-be6c-9e680d492751,,2021-12-13 19:38:42.231
34,c5969f20-5c49-11ec-a075-7c0f77637dab,2021-12-13 19:38:47.652,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_B8DF1F533C7A4E84B35BF6E8D8287AA1.2021.10.15.07.56.06.jpg,03c4933b-2c5d-4bd3-8e34-868614a76819,c5515938-5c49-11ec-89fe-528885d94511,00000003,c5246d9c-5c49-11ec-be6c-9e680d492751,,2021-12-13 19:38:47.652
35,c5969f20-5c49-11ec-a075-7c0f77637dab,2021-12-13 19:40:19.344,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_B8DF1F533C7A4E84B35BF6E8D8287AA1.2021.10.15.07.56.06.jpg,bc7083a1-6c19-4a5f-8d95-b5efe5fa0d2d,c554877a-5c49-11ec-89fe-528885d94511,00000004,c5246d9c-5c49-11ec-be6c-9e680d492751,,2021-12-13 19:40:19.344
36,c5969f20-5c49-11ec-a075-7c0f77637dab,2021-12-13 19:43:54.759,https://aimg.vibbidi-vid.com/vibbidi-images/albums/img_B8DF1F533C7A4E84B35BF6E8D8287AA1.2021.10.15.07.56.06.jpg,510a7f7b-bee1-44df-beae-796ef04a4ec0,c557facc-5c49-11ec-89fe-528885d94511,00000005,c5246d9c-5c49-11ec-be6c-9e680d492751,,2021-12-13 19:43:54.759
