,playlist_id,scheduled_until,start_at,updated_at
54,5661a314-3572-11ec-b873-eedd329acacc,2021-10-27 08:56:59.606,2021-10-25 09:03:40.883,2021-10-27 08:56:59.606
55,c6c5784c-4049-11ec-b162-669934ce5a0c,2021-11-09 10:30:15.450,2021-11-08 04:10:18.276,2021-11-09 10:30:15.450
56,9fd4f17a-356f-11ec-b873-eedd329acacc,2021-10-25 08:59:43.990,2021-10-25 08:45:16.969,2021-10-25 08:59:43.990
57,f022ac7c-4400-11ec-89a8-d22bdb8453e3,2021-11-12 21:51:46.924,2021-11-12 21:40:01.127,2021-11-12 21:51:46.924
58,ef14a006-51cf-11ec-bba4-42a91f77d458,2021-11-30 11:23:42.105,2021-11-30 11:23:33.126,2021-11-30 11:23:42.105
59,cfa23908-3709-11ec-8f3d-ca1d8b11d726,2021-10-27 09:44:44.916,2021-10-27 09:41:19.059,2021-10-27 09:44:44.916
60,23a8ceb4-3af6-11ec-b28f-de83cac4f836,2021-11-01 09:31:15.551,2021-11-01 09:29:18.954,2021-11-01 09:31:15.551
61,1a6a4c54-406b-11ec-aa51-0ed1735cda86,2021-11-09 03:47:17.477,2021-11-09 03:41:49.168,2021-11-09 03:47:17.477
62,b2f87e46-4633-11ec-9a4b-c687132219c8,2021-11-15 16:53:03.514,2021-11-15 16:48:14.857,2021-11-15 16:53:03.514
63,83fa5b40-4085-11ec-ba64-0ed1735cda86,2021-11-08 11:19:30.595,2021-11-08 11:17:55.155,2021-11-08 11:19:30.595
64,d73a19aa-354d-11ec-9d8e-1a6c70deb5be,2021-10-25 04:45:48.737,2021-10-25 04:45:42.146,2021-10-25 04:45:48.737
65,6a82953a-4c45-11ec-9500-c687132219c8,2021-11-30 08:45:32.323,2021-11-23 10:09:22.463,2021-11-30 08:45:32.323
66,adf6585a-4d8b-11ec-a0b5-9a58024cb2de,2021-11-25 01:30:29.100,2021-11-25 01:05:14.927,2021-11-25 01:30:29.100
67,f4575d52-51bf-11ec-86d5-2a414ec239b3,2021-11-30 11:13:44.342,2021-11-30 09:29:23.033,2021-11-30 11:13:44.342
68,0e5fcba2-4636-11ec-ba2f-c2804d2a32b1,2021-11-15 17:06:03.253,2021-11-15 17:05:29.608,2021-11-15 17:06:03.253
69,5b887ae8-56ba-11ec-b375-528885d94511,2021-12-06 17:32:50.344,2021-12-06 17:31:44.685,2021-12-06 17:32:50.344
70,4cd75f94-4005-11ec-958a-269185fd6da4,2021-11-08 07:44:46.661,2021-11-07 20:00:08.242,2021-11-08 07:44:46.661
71,3baf372e-325d-11ec-9922-5adc50ad8e5b,2021-10-21 15:50:26.573,2021-10-21 10:57:08.595,2021-10-21 15:50:26.573
72,e63e04a8-4631-11ec-9500-c687132219c8,2021-11-15 16:35:52.770,2021-11-15 16:34:30.833,2021-11-15 16:35:52.770
73,e2190776-4d82-11ec-89a8-d22bdb8453e3,2021-11-26 00:30:05.477,2021-11-25 23:08:57.037,2021-11-26 00:30:05.477
74,38673c1e-411d-11ec-b9b4-d27cb1cd803d,2021-11-09 10:41:31.141,2021-11-09 10:41:17.445,2021-11-09 10:41:31.141
75,cef728d0-3257-11ec-bed2-9a010fca4d91,2021-10-21 10:19:43.463,2021-10-21 10:16:44.738,2021-10-21 10:19:43.463
76,792e44e4-415a-11ec-89a8-d22bdb8453e3,2021-11-12 08:29:00.479,2021-11-09 12:48:28.315,2021-11-12 08:29:00.479
77,cf1544f0-3252-11ec-9922-5adc50ad8e5b,2021-10-21 09:41:54.828,2021-10-21 09:40:13.180,2021-10-21 09:41:54.828
78,01901de2-3708-11ec-b19b-1a6c70deb5be,2021-10-27 09:36:51.565,2021-10-27 09:26:50.389,2021-10-27 09:36:51.565
79,0be38976-3d8b-11ec-b9ee-aace27223b7f,2021-11-04 16:20:15.289,2021-11-04 16:20:04.686,2021-11-04 16:20:15.289
80,3dce3202-3d85-11ec-b32b-7ad4ba4e9e08,2021-11-04 15:39:15.998,2021-11-04 15:38:26.216,2021-11-04 15:39:15.998
81,c4313e6c-51e3-11ec-8c7d-2a414ec239b3,2021-12-06 04:52:08.561,2021-12-06 04:51:00.299,2021-12-06 04:52:08.561
82,8e6858b4-4be0-11ec-89a8-d22bdb8453e3,2021-11-22 22:24:56.726,2021-11-22 22:08:18.796,2021-11-22 22:24:56.726
83,a122c36e-410d-11ec-ac74-aeab0b388fe3,2021-11-10 04:35:32.514,2021-11-10 04:28:56.098,2021-11-10 04:35:32.514
84,45102506-4367-11ec-89a8-d22bdb8453e3,2021-11-12 03:20:13.134,2021-11-12 03:19:29.528,2021-11-12 03:20:13.134
85,808acee2-414b-11ec-9a8e-d22bdb8453e3,2021-11-09 10:55:40.953,2021-11-09 10:55:11.840,2021-11-09 10:55:40.953
86,ae5fbc14-3e09-11ec-a5b2-9ecc81379b17,2021-11-05 08:15:46.074,2021-11-05 07:26:27.330,2021-11-05 08:15:46.074
87,165f99ae-4082-11ec-b162-669934ce5a0c,2021-11-08 11:31:09.527,2021-11-08 11:29:01.908,2021-11-08 11:31:09.527
88,ea477d1c-4bdc-11ec-acc9-9a58024cb2de,2021-11-22 22:02:02.888,2021-11-22 21:45:34.141,2021-11-22 22:02:02.888
89,c0454ea6-4121-11ec-a0c3-a2d2fca43ce9,2021-11-30 13:21:26.941,2021-11-09 06:00:05.399,2021-11-30 13:21:26.941
90,1add6748-4e53-11ec-89a8-d22bdb8453e3,2021-11-26 01:22:44.570,2021-11-26 00:52:20.373,2021-11-26 01:22:44.570
91,0285be30-4079-11ec-b162-669934ce5a0c,2021-11-08 10:35:23.511,2021-11-08 09:49:22.163,2021-11-08 10:35:23.511
92,11e94150-325d-11ec-bed2-9a010fca4d91,2021-10-27 13:55:58.244,2021-10-27 10:40:43.684,2021-10-27 13:55:58.244
93,e29efcc6-3317-11ec-9992-5adc50ad8e5b,2021-10-22 09:11:04.127,2021-10-22 09:10:44.907,2021-10-22 09:11:04.127
94,7045e222-4143-11ec-8e97-8e42cef0701a,2021-11-09 10:27:37.754,2021-11-09 09:57:50.424,2021-11-09 10:27:37.754
95,ede9c94e-51bc-11ec-8c7d-2a414ec239b3,2021-11-30 09:11:50.792,2021-11-30 09:09:22.844,2021-11-30 09:11:50.792
96,c2b31858-4635-11ec-9a4b-c687132219c8,2021-11-15 17:02:39.724,2021-11-15 17:02:08.348,2021-11-15 17:02:39.724
97,0088456e-4365-11ec-ba2f-c2804d2a32b1,2021-11-30 14:23:06.989,2021-11-30 14:22:52.024,2021-11-30 14:23:06.989
98,dff48d74-4627-11ec-9500-c687132219c8,2021-11-15 15:25:01.290,2021-11-15 15:22:51.982,2021-11-15 15:25:01.290
99,c9e280a4-3709-11ec-b873-eedd329acacc,2021-10-27 09:45:56.629,2021-10-27 09:45:04.389,2021-10-27 09:45:56.629
100,4a51dfa2-412b-11ec-8206-8e42cef0701a,2021-11-09 09:06:01.992,2021-11-09 09:02:43.709,2021-11-09 09:06:01.992
101,92bf46b2-3bb8-11ec-ae4b-3e81c36b4b01,2021-11-02 08:48:52.321,2021-11-02 08:41:32.475,2021-11-02 08:48:52.321
102,2cbbd146-325d-11ec-bed2-9a010fca4d91,2021-10-27 09:15:15.742,2021-10-27 09:14:54.477,2021-10-27 09:15:15.742
103,e80aab54-4bfb-11ec-acc9-9a58024cb2de,2021-11-23 02:59:21.979,2021-11-23 01:23:35.298,2021-11-23 02:59:21.979
104,52f36528-4634-11ec-89a8-d22bdb8453e3,2021-11-15 17:04:02.748,2021-11-15 16:52:31.854,2021-11-15 17:04:02.748
105,3a1d9a2c-4efa-11ec-9a4b-c687132219c8,2021-11-26 23:33:30.050,2021-11-26 20:48:55.663,2021-11-26 23:33:30.050
106,5a4c996a-4045-11ec-9f5d-269185fd6da4,2021-11-08 03:38:47.943,2021-11-08 03:38:39.859,2021-11-08 03:38:47.943
107,4d7d08bc-5244-11ec-bba4-42a91f77d458,2021-12-01 01:33:19.854,2021-12-01 01:16:35.367,2021-12-01 01:33:19.854
108,6c0f01fc-51e7-11ec-a5d1-42a91f77d458,2021-11-30 14:27:35.637,2021-11-30 14:11:47.522,2021-11-30 14:27:35.637
109,33cb6860-4366-11ec-ba2f-c2804d2a32b1,2021-11-23 09:47:36.053,2021-11-12 03:16:38.015,2021-11-23 09:47:36.053
110,6ae43c48-4d82-11ec-89a8-d22bdb8453e3,2021-11-25 00:07:28.053,2021-11-24 23:58:53.787,2021-11-25 00:07:28.053
111,9af7b89e-4d85-11ec-89a8-d22bdb8453e3,2021-11-25 00:27:24.747,2021-11-25 00:21:21.467,2021-11-25 00:27:24.747
112,929b2ca2-411a-11ec-9c34-ce86246e7cee,2021-11-09 07:44:22.446,2021-11-09 07:30:31.119,2021-11-09 07:44:22.446
113,1aaed082-4042-11ec-ad47-a273009342b9,2021-11-08 04:03:42.825,2021-11-08 03:38:51.832,2021-11-08 04:03:42.825
114,91e36b2e-3316-11ec-bed2-9a010fca4d91,2021-10-27 09:08:30.626,2021-10-27 08:46:09.915,2021-10-27 09:08:30.626
115,fb4c6d4e-4041-11ec-944d-a273009342b9,2021-11-08 08:52:16.857,2021-11-08 08:25:38.901,2021-11-08 08:52:16.857
116,550446ca-4f30-11ec-acc9-9a58024cb2de,2021-11-27 03:16:54.166,2021-11-27 03:16:48.284,2021-11-27 03:16:54.166
117,e23d0756-51e3-11ec-8d10-86e2d68480b1,2021-11-30 13:52:08.955,2021-11-30 13:50:58.590,2021-11-30 13:52:08.955
118,678ab94e-4d7f-11ec-ba2f-c2804d2a32b1,2021-11-24 23:39:16.397,2021-11-24 23:38:58.640,2021-11-24 23:39:16.397
119,3ad2516e-4366-11ec-acc9-9a58024cb2de,2021-11-12 03:16:14.863,2021-11-12 03:14:42.979,2021-11-12 03:16:14.863
120,3ab77c64-4130-11ec-8206-8e42cef0701a,2021-11-09 07:45:00.800,2021-11-09 07:40:13.182,2021-11-09 07:45:00.800
121,b755bb7e-51e7-11ec-804e-9aa5b3327e81,2021-11-30 14:17:05.163,2021-11-30 14:13:54.678,2021-11-30 14:17:05.163
122,0a146036-3e1a-11ec-af06-26857fb5220e,2021-11-05 09:42:44.794,2021-11-05 09:23:47.661,2021-11-05 09:42:44.794
123,4b580036-3e8b-11ec-b162-669934ce5a0c,2021-11-05 23:17:58.925,2021-11-05 22:54:17.428,2021-11-05 23:17:58.925
124,da6486fc-533d-11ec-bba4-42a91f77d458,2021-12-03 02:58:14.800,2021-12-03 02:57:40.587,2021-12-03 02:58:14.800
125,8daf4132-32ed-11ec-bed2-9a010fca4d91,2021-11-08 07:59:52.022,2021-11-08 03:25:35.800,2021-11-08 07:59:52.022
126,44a0ac9c-4e04-11ec-ba2f-c2804d2a32b1,2021-11-25 15:43:36.392,2021-11-25 15:36:30.212,2021-11-25 15:43:36.392
127,1a08808a-325d-11ec-b92a-9a010fca4d91,2021-10-27 09:24:02.223,2021-10-27 09:16:35.632,2021-10-27 09:24:02.223
128,df1ed454-3d85-11ec-b16e-de83cac4f836,2021-11-04 15:57:25.184,2021-11-04 15:42:57.485,2021-11-04 15:57:25.184
129,33900b18-3bae-11ec-b32b-7ad4ba4e9e08,2021-11-02 07:41:13.278,2021-11-02 07:26:57.042,2021-11-02 07:41:13.278
130,07081bae-3e1e-11ec-a5b2-9ecc81379b17,2021-11-05 12:10:09.881,2021-11-05 09:52:10.442,2021-11-05 12:10:09.881
131,06427e88-4e5b-11ec-ba2f-c2804d2a32b1,2021-11-26 01:51:02.745,2021-11-26 01:50:56.926,2021-11-26 01:51:02.745
132,37fdc3c6-3fa4-11ec-9f5d-269185fd6da4,2021-11-08 03:15:09.265,2021-11-07 08:25:13.843,2021-11-08 03:15:09.265
133,b7d7fd0e-4153-11ec-ba2f-c2804d2a32b1,2021-12-06 10:51:25.987,2021-11-09 11:54:23.931,2021-12-06 10:51:25.987
134,3d08e848-4cb8-11ec-ba2f-c2804d2a32b1,2021-11-24 00:24:33.837,2021-11-23 23:51:15.391,2021-11-24 00:24:33.837
135,1b46132e-4043-11ec-ad47-a273009342b9,2021-11-08 10:11:00.203,2021-11-08 10:08:46.574,2021-11-08 10:11:00.203
136,413f9dc8-4c43-11ec-89a8-d22bdb8453e3,2021-12-06 10:52:05.083,2021-12-06 10:51:54.676,2021-12-06 10:52:05.083
137,73b339a2-4042-11ec-ba64-0ed1735cda86,2021-11-08 03:32:02.895,2021-11-08 03:20:00.457,2021-11-08 03:32:02.895
138,28dd8156-51d3-11ec-bba4-42a91f77d458,2021-11-30 11:54:40.289,2021-11-30 11:47:58.723,2021-11-30 11:54:40.289
139,bed90254-4be6-11ec-a0b5-9a58024cb2de,2021-11-22 22:54:41.804,2021-11-22 22:52:37.871,2021-11-22 22:54:41.804
140,eb77fc9a-56ca-11ec-97d6-7a717ba63af1,2021-12-07 04:21:48.081,2021-12-07 04:07:55.889,2021-12-07 04:21:48.081
141,b4ce425a-4bf1-11ec-9500-c687132219c8,2021-11-23 01:40:50.507,2021-11-23 00:55:11.545,2021-11-23 01:40:50.507
142,856731f0-410d-11ec-9590-d27cb1cd803d,2021-11-09 03:40:49.731,2021-11-09 03:31:36.009,2021-11-09 03:40:49.731
143,f41736a4-4c93-11ec-89a8-d22bdb8453e3,2021-11-23 20:31:13.335,2021-11-23 19:32:05.794,2021-11-23 20:31:13.335
144,470bb07e-4d6b-11ec-9500-c687132219c8,2021-11-25 01:42:12.600,2021-11-24 21:12:52.730,2021-11-25 01:42:12.600
145,8956fb0c-4f30-11ec-ba2f-c2804d2a32b1,,2021-11-27 03:17:27.860,2021-11-27 03:17:27.860
146,811efcf8-4366-11ec-9500-c687132219c8,2021-11-12 03:15:14.985,2021-11-12 03:13:30.492,2021-11-12 03:15:14.985
147,13007620-5306-11ec-a01a-9aa5b3327e81,2021-12-02 00:23:48.954,2021-12-02 00:23:33.633,2021-12-02 00:23:48.954
148,7d7d5904-4119-11ec-9c34-ce86246e7cee,2021-11-09 04:58:50.172,2021-11-09 04:57:14.626,2021-11-09 04:58:50.172
149,9206e454-3de4-11ec-b701-923daff03881,2021-11-05 10:41:43.310,2021-11-05 03:00:55.719,2021-11-05 10:41:43.310
150,cfda8e2c-3707-11ec-9e3a-ca1d8b11d726,2021-10-27 10:29:04.883,2021-10-27 10:27:57.233,2021-10-27 10:29:04.883
151,21843f48-325d-11ec-9992-5adc50ad8e5b,2021-10-27 09:15:53.297,2021-10-27 09:15:21.411,2021-10-27 09:15:53.297
152,50fb0210-5289-11ec-b909-86e2d68480b1,2021-12-01 09:30:33.621,2021-12-01 09:30:30.935,2021-12-01 09:30:33.621
153,c0b6bc7a-3709-11ec-9e3a-ca1d8b11d726,2021-10-27 09:54:16.629,2021-10-27 09:46:28.386,2021-10-27 09:54:16.629
154,60293bfa-49c2-11ec-89a8-d22bdb8453e3,2021-11-30 05:27:19.365,2021-11-30 05:27:15.331,2021-11-30 05:27:19.365
155,7e8f517e-3bb2-11ec-ae4b-3e81c36b4b01,2021-11-04 15:38:09.678,2021-11-04 15:31:24.396,2021-11-04 15:38:09.678
156,8651f892-4bfe-11ec-acc9-9a58024cb2de,2021-11-23 03:09:39.332,2021-11-23 01:43:02.099,2021-11-23 03:09:39.332
157,b172f0b8-48bf-11ec-89a8-d22bdb8453e3,2021-11-18 22:36:25.222,2021-11-18 22:34:44.599,2021-11-18 22:36:25.222
158,d75c5828-483d-11ec-8a48-c2804d2a32b1,2021-11-18 07:06:32.530,2021-11-18 07:05:36.797,2021-11-18 07:06:32.530
159,afcbc222-4067-11ec-958a-269185fd6da4,2021-11-08 09:25:04.019,2021-11-08 09:24:35.275,2021-11-08 09:25:04.019
160,254e96aa-3253-11ec-bed2-9a010fca4d91,2021-10-21 10:06:10.865,2021-10-21 09:48:41.374,2021-10-21 10:06:10.865
161,902bdc18-412f-11ec-8206-8e42cef0701a,2021-11-09 07:36:27.672,2021-11-09 07:35:11.883,2021-11-09 07:36:27.672
162,878ea3f2-4110-11ec-b9b4-d27cb1cd803d,2021-11-10 04:28:40.112,2021-11-10 04:27:08.954,2021-11-10 04:28:40.112
163,d25fbc4c-4cbc-11ec-9500-c687132219c8,2021-11-24 00:46:02.819,2021-11-24 00:24:03.187,2021-11-24 00:46:02.819
164,363e8012-3bc0-11ec-b28f-de83cac4f836,2021-11-08 04:12:39.428,2021-11-02 09:35:31.059,2021-11-08 04:12:39.428
165,2799b9aa-406b-11ec-aa51-0ed1735cda86,2021-11-08 08:24:38.433,2021-11-08 08:10:09.429,2021-11-08 08:24:38.433
166,3fd07b14-4136-11ec-bc8b-72d54f8be4d6,2021-11-09 08:23:09.323,2021-11-09 08:23:02.580,2021-11-09 08:23:09.323
167,7b4037fa-3e18-11ec-a5b2-9ecc81379b17,2021-11-08 03:45:26.784,2021-11-08 03:43:32.522,2021-11-08 03:45:26.784
168,3edb01c4-4119-11ec-ac74-aeab0b388fe3,2021-11-09 04:55:43.792,2021-11-09 04:55:28.463,2021-11-09 04:55:43.792
169,e03dc86c-4632-11ec-8a48-c2804d2a32b1,2021-11-15 16:42:10.728,2021-11-15 16:41:29.496,2021-11-15 16:42:10.728
170,08ebd24c-4ca8-11ec-a0b5-9a58024cb2de,2021-11-23 22:49:19.922,2021-11-23 21:56:22.924,2021-11-23 22:49:19.922
171,348fbcaa-5285-11ec-a01a-9aa5b3327e81,2021-12-06 04:49:16.517,2021-12-06 04:48:32.667,2021-12-06 04:49:16.517
172,30f6330e-360f-11ec-9e3a-ca1d8b11d726,2021-10-27 08:45:07.788,2021-10-27 08:39:05.429,2021-10-27 08:45:07.788
173,56e849e8-409c-11ec-9d13-ce86246e7cee,2021-11-08 14:09:16.662,2021-11-08 14:01:19.650,2021-11-08 14:09:16.662
174,38bafe20-4ef2-11ec-acc9-9a58024cb2de,2021-11-27 19:11:16.660,2021-11-27 18:32:29.878,2021-11-27 19:11:16.660
175,a8f053b6-4d80-11ec-89a8-d22bdb8453e3,2021-11-26 01:48:41.141,2021-11-24 23:57:41.675,2021-11-26 01:48:41.141
176,3a6b2146-32cd-11ec-bed2-9a010fca4d91,2021-10-25 07:38:53.581,2021-10-22 00:16:01.224,2021-10-25 07:38:53.581
177,b5497852-438c-11ec-ba2f-c2804d2a32b1,2021-11-12 10:38:21.122,2021-11-12 08:29:05.366,2021-11-12 10:38:21.122
178,2c5d178c-328f-11ec-9992-5adc50ad8e5b,2021-11-10 02:57:13.505,2021-11-10 02:57:05.583,2021-11-10 02:57:13.505
179,77ae0a94-328e-11ec-b92a-9a010fca4d91,2021-10-21 16:47:03.262,2021-10-21 16:46:53.861,2021-10-21 16:47:03.262
180,f5a96484-3707-11ec-8f3d-ca1d8b11d726,2021-10-27 10:24:35.780,2021-10-27 10:19:43.120,2021-10-27 10:24:35.780
181,6dff5d88-4ef2-11ec-9500-c687132219c8,2021-11-26 20:50:04.509,2021-11-26 19:52:51.923,2021-11-26 20:50:04.509
182,e987af32-3e1c-11ec-8b21-26857fb5220e,2021-11-09 11:17:10.317,2021-11-09 11:16:23.314,2021-11-09 11:17:10.317
183,047a4ea8-324c-11ec-bed2-9a010fca4d91,2021-10-21 12:02:07.807,2021-10-21 08:52:54.785,2021-10-21 12:02:07.807
184,2aa0b044-4e5e-11ec-a0b5-9a58024cb2de,2021-11-26 02:39:17.639,2021-11-26 02:11:40.772,2021-11-26 02:39:17.639
185,0fe4c698-51db-11ec-a01a-9aa5b3327e81,2021-11-30 13:06:35.488,2021-11-30 12:52:04.662,2021-11-30 13:06:35.488
186,4fceb4c2-4136-11ec-902f-fe217a6f2fb0,2021-11-09 08:42:03.476,2021-11-09 08:24:24.698,2021-11-09 08:42:03.476
187,dab32f7a-3707-11ec-9e3a-ca1d8b11d726,2021-10-27 10:27:11.837,2021-10-27 10:25:09.934,2021-10-27 10:27:11.837
