,id,account_id,device_uid,expires_at,user_id
18,0ac76310-3e2f-11ec-ad47-a273009342b9,03525e6c-3238-11ec-90bc-6e1d7fb94ce5,71C3DB51-B99B-4868-8268-F0B4769C06F8,2040-11-09 22:33:50.686,1511e6ea-3238-11ec-baed-db9564ba7148
19,2f716d00-51bc-11ec-8d10-86e2d68480b1,1389ebf2-4367-11ec-89a8-d22bdb8453e3,5D1ACF87-520C-4F78-9E0C-FAAD493A5EB9,2040-12-04 19:42:03.330,26a04a38-4367-11ec-af61-e464f5f6361c
20,02ed8eda-4bef-11ec-89a8-d22bdb8453e3,02eb6c5e-4bef-11ec-89a8-d22bdb8453e3,1A404324-A43A-4A76-A1FF-8A8F50CF7478,2040-11-27 10:30:46.002,efcf0f12-4bef-11ec-9846-6562e6fb1b2a
21,80b81d2a-4be6-11ec-ba2f-c2804d2a32b1,7fa774aa-4be4-11ec-89a8-d22bdb8453e3,2F2D3451-BFEA-49B5-950E-5BB6C27CDC56,2040-11-27 09:29:51.574,a2380034-4be4-11ec-8a8a-f97b5077e4e7
22,174e0fde-354d-11ec-9e3a-ca1d8b11d726,e6d0a902-354c-11ec-8f3d-ca1d8b11d726,5bd1fda9e6078acd,2040-10-29 15:16:16.138,fcd85ac4-354c-11ec-8a67-a069389d8a76
23,bbdbfcde-3316-11ec-9992-5adc50ad8e5b,8a69948c-3315-11ec-9922-5adc50ad8e5b,5c91d5f7f73f4172,2040-10-26 19:42:07.568,8a069110-3316-11ec-9558-81268cfa1e12
24,9e7b6bb6-3ac3-11ec-a3e4-3e81c36b4b01,2f95ee14-353d-11ec-9671-eedd329acacc,5c91d5f7f73f4172,2040-11-05 14:07:19.355,3ae3a6e8-353e-11ec-9fa1-8523b02e4912
25,7e08e9e6-3b93-11ec-b9ee-aace27223b7f,1b0f6a64-3313-11ec-b92a-9a010fca4d91,,2040-11-06 14:55:20.238,3d918522-3313-11ec-8329-feef32fc5b19
26,8c30854c-51dc-11ec-bba4-42a91f77d458,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-12-04 23:33:42.827,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
27,f88bc39a-408a-11ec-84fd-a2d2fca43ce9,df24a4a8-3239-11ec-bed2-9a010fca4d91,71C3DB51-B99B-4868-8268-F0B4769C06F8,2040-11-12 22:36:56.121,ac47e572-3f9f-11ec-8706-336d1ac4848e
28,4082a29a-328a-11ec-bed2-9a010fca4d91,4080f594-328a-11ec-bed2-9a010fca4d91,5bd1fda9e6078acd,2040-10-26 02:56:31.081,ade92c2c-3312-11ec-a32c-45e028c81697
29,3275ac72-3313-11ec-9992-5adc50ad8e5b,32741128-3313-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-26 19:16:48.560,b483956c-3313-11ec-bd26-6acbf2da7988
30,a9c767f2-4277-11ec-89a8-d22bdb8453e3,0a1819aa-4122-11ec-b867-d27cb1cd803d,852AD771-FA18-4ACE-8F8B-4E3DF3690EDF,2040-11-15 09:23:45.859,30f4fe9e-4122-11ec-acc7-ef8de78e03cc
31,41acd484-51d3-11ec-b909-86e2d68480b1,5c5bc238-3e17-11ec-a653-0ac980024e64,a22fb9a168682310,2040-12-04 22:27:12.343,f3e85cce-3e17-11ec-af04-0cc96973a2b9
32,ece6aa32-5714-11ec-90b4-7a717ba63af1,e5d2b6ce-407a-11ec-ba64-0ed1735cda86,05EA2E5C-2640-4077-B580-946BE2A1D3BD,2040-12-11 14:59:52.713,02067cf4-407b-11ec-97e9-a72123dd15f3
33,8ba058dc-3288-11ec-9992-5adc50ad8e5b,8b9e073a-3288-11ec-9992-5adc50ad8e5b,5bd1fda9e6078acd,2040-10-26 02:44:18.111,a458b4c8-3288-11ec-a33c-e474f52b8cb5
34,ca272abe-3e94-11ec-958a-269185fd6da4,ca24fff0-3e94-11ec-958a-269185fd6da4,FEC0BD6B-B9E5-4092-A5B2-0D98C8C6728E,2040-11-10 10:42:10.928,774f3b62-3e97-11ec-a752-999697ce82c9
35,b4926c80-484f-11ec-acc9-9a58024cb2de,b48fabda-484f-11ec-acc9-9a58024cb2de,AD008C2F-8BFB-4A49-8158-CFC14A3487C6,2040-11-22 19:52:51.074,dbc30076-484f-11ec-b060-b50460965605
36,897c1f26-3bb8-11ec-b32b-7ad4ba4e9e08,2f3c57fc-3244-11ec-b271-4ccc6afa8976,5bd1fda9e6078acd,2040-11-06 19:20:30.827,df44d206-330f-11ec-b222-6fc08f95f7ab
37,c7be028a-4078-11ec-b162-669934ce5a0c,d4ade27c-404a-11ec-958a-269185fd6da4,5bd1fda9e6078acd,2040-11-12 20:26:43.300,f5e3ff62-404a-11ec-9d8e-ae78fe1d0ad6
38,5737c890-43a5-11ec-89a8-d22bdb8453e3,e7d74f04-3286-11ec-9992-5adc50ad8e5b,05d2d59f0e09b223,2040-11-16 21:23:15.357,2350f594-3287-11ec-9bc4-d0dbea1a278a
39,abfa8944-5714-11ec-89fe-528885d94511,33273f02-3e24-11ec-a653-0ac980024e64,3D17D7D9-890E-41B4-968A-95CCD8A75F4F,2040-12-11 14:58:03.791,4fb96794-3e24-11ec-8fa2-eaabe3d3895a
40,f0579d1e-4366-11ec-89a8-d22bdb8453e3,e6d0a902-354c-11ec-8f3d-ca1d8b11d726,88DCC032-DCE7-4779-BA5D-D6152836C82D,2040-11-16 13:56:33.963,fcd85ac4-354c-11ec-8a67-a069389d8a76
41,504d2e64-328c-11ec-bed2-9a010fca4d91,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-26 03:11:16.568,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
42,71fd21fc-3e28-11ec-af06-26857fb5220e,e7d5af0e-3e08-11ec-a653-0ac980024e64,1616ED9B-2ED4-4A1E-8774-497F94DE136A,2040-11-09 21:46:37.366,086c0164-3e09-11ec-af1c-166bc3c05ee1
43,0ff3ba00-360a-11ec-9e3a-ca1d8b11d726,2f95ee14-353d-11ec-9671-eedd329acacc,5c91d5f7f73f4172,2040-10-30 13:48:58.684,3ae3a6e8-353e-11ec-9fa1-8523b02e4912
44,99c292a8-3f9f-11ec-ba64-0ed1735cda86,df24a4a8-3239-11ec-bed2-9a010fca4d91,72a463af4c63ad99,2040-11-11 18:32:05.365,ac47e572-3f9f-11ec-8706-336d1ac4848e
45,9591cabd-3e2f-11ec-84ab-4ccc6afa8976,1c9eb906-3e1d-11ec-95d6-6e7b990e60c1,,2040-11-09 22:37:43.534,69881ffa-3e22-11ec-a810-ddc3ee85e7df
46,53bb3ca2-51d2-11ec-86d5-2a414ec239b3,02e1d290-3fa4-11ec-ad47-a273009342b9,72a463af4c63ad99,2040-12-04 22:20:33.139,0b940da4-3fa4-11ec-ae44-e418f1ed08b7
47,03b9f1b4-4078-11ec-958a-269185fd6da4,df24a4a8-3239-11ec-bed2-9a010fca4d91,71C3DB51-B99B-4868-8268-F0B4769C06F8,2040-11-12 20:21:14.440,ac47e572-3f9f-11ec-8706-336d1ac4848e
48,98572664-3319-11ec-9992-5adc50ad8e5b,1b0f6a64-3313-11ec-b92a-9a010fca4d91,c7dddaf2e30c33c3,2040-10-26 20:02:36.468,3d918522-3313-11ec-8329-feef32fc5b19
49,b182a87e-3284-11ec-9992-5adc50ad8e5b,aebf6e4c-3284-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-26 02:16:43.683,bc184e68-3286-11ec-8b7b-83da43ba4362
50,5bed15c6-4bdd-11ec-acc9-9a58024cb2de,5beb93ea-4bdd-11ec-acc9-9a58024cb2de,647EA4F9-4B32-49B0-83B0-4AAF1A6E5758,2040-11-27 08:24:24.375,7e1a8aca-4bdd-11ec-91be-37ccbb55fab5
51,35e86bee-4bda-11ec-9500-c687132219c8,b250542c-4bd4-11ec-89a8-d22bdb8453e3,5F093CDB-5825-4978-A3FF-17AAA9A38E70,2040-11-27 08:01:52.101,ee248f30-4bd5-11ec-9b73-dd21c2b4b8f3
52,2214f9fa-4c40-11ec-89a8-d22bdb8453e3,e92079e4-3e20-11ec-a5b2-9ecc81379b17,611BEA79-8260-481C-9498-3F49A22724E3,2040-11-27 20:11:27.505,320a7c5e-3e21-11ec-8ac5-2ba34ecb720d
53,7bb6c098-5711-11ec-b375-528885d94511,e7d5af0e-3e08-11ec-a653-0ac980024e64,389E10D3-7EF2-4ADA-BC44-C2B9DDDD183F,2040-12-11 14:35:14.327,086c0164-3e09-11ec-af1c-166bc3c05ee1
54,1f872432-404d-11ec-ad47-a273009342b9,b496f4a4-3e1c-11ec-a5b2-9ecc81379b17,A7C6BB13-5FFF-4921-8E93-DD04AB1E32B9,2040-11-12 15:14:12.724,07bb7218-3e1d-11ec-807f-e967a48dff68
55,c4c8093c-356e-11ec-b19b-1a6c70deb5be,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-29 19:17:20.575,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
56,e8a6dddc-571b-11ec-b375-528885d94511,e5d1182c-323e-11ec-9992-5adc50ad8e5b,B1FE51C1-997C-437F-AA62-CD027655621D,2040-12-11 15:49:52.061,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
57,b8f72e2a-51d0-11ec-8c7d-2a414ec239b3,eb3a2e3a-404d-11ec-958a-269185fd6da4,6C7842C3-4842-48F2-9891-AB2B60B11D3D,2040-12-04 22:09:03.988,8faf58a8-51d0-11ec-afe6-e88efaccecbd
58,267b9bae-43a6-11ec-9500-c687132219c8,1389ebf2-4367-11ec-89a8-d22bdb8453e3,5bd1fda9e6078acd,2040-11-16 21:29:03.090,26a04a38-4367-11ec-af61-e464f5f6361c
59,a6b1f554-325b-11ec-a715-5adc50ad8e5b,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-25 21:22:56.172,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
60,e97e4a9b-3240-11ec-8183-4ccc6afa8976,d9632faf-3240-11ec-b112-4ccc6afa8976,,2040-10-25 18:11:31.829,eff78ff4-324b-11ec-8a7a-9284af838714
61,531a313e-406d-11ec-9239-269185fd6da4,88e7c6b9-323d-11ec-a8b0-4ccc6afa8976,12234D81-4BAF-48AB-89B0-5D495BD1C2BD,2040-11-12 19:04:43.147,d1677ee0-323d-11ec-bd52-c72d60dcf1c1
62,c7c5eae6-328a-11ec-bed2-9a010fca4d91,8b9e073a-3288-11ec-9992-5adc50ad8e5b,5bd1fda9e6078acd,2040-10-26 03:00:18.014,a458b4c8-3288-11ec-a33c-e474f52b8cb5
63,8ad37b2c-5340-11ec-be6c-9e680d492751,66929f54-51ba-11ec-804e-9aa5b3327e81,C200624D-50B4-493D-8A76-A11BBE0FF0FC,2040-12-06 18:02:01.376,87cc8630-51ba-11ec-8401-8a1eed32e025
64,936aab4c-5652-11ec-be6c-9e680d492751,e7d74f04-3286-11ec-9992-5adc50ad8e5b,75CC0E20-A5F7-450A-B06E-B484CCA0FB24,2040-12-10 15:48:40.218,2350f594-3287-11ec-9bc4-d0dbea1a278a
65,083a7aba-3e57-11ec-958a-269185fd6da4,08389010-3e57-11ec-958a-269185fd6da4,3C51719F-BCFE-4C8D-B6A4-C994EEFB3825,2040-11-10 03:20:06.275,1bcb4c62-3e57-11ec-b8bd-5ee16f365968
66,7363fbc0-4bd8-11ec-bd2e-d22bdb8453e3,0539b938-4191-11ec-ba2f-c2804d2a32b1,63233BFA-EE0D-4FD8-9CDE-67B8B7DF2EBC,2040-11-27 07:49:16.258,4207fabe-4191-11ec-a39e-becb1c27bf8c
67,e5d499da-407a-11ec-ba64-0ed1735cda86,e5d2b6ce-407a-11ec-ba64-0ed1735cda86,C1E9B90C-B4EE-46C5-9D39-16D64007F35F,2040-11-12 20:41:52.774,02067cf4-407b-11ec-97e9-a72123dd15f3
68,baa07808-48e8-11ec-8a48-c2804d2a32b1,8a1bf140-3e1f-11ec-a653-0ac980024e64,9FD84697-1856-4789-802A-60D911B20AED,2040-11-23 14:08:14.232,a3fcb9c8-3e1f-11ec-a777-75b999be7f89
69,2d60b024-3322-11ec-a715-5adc50ad8e5b,7113dcc0-3321-11ec-9922-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-26 21:04:02.485,5ed2c3d6-3322-11ec-96e6-b73ed3eda142
70,ec97996e-3712-11ec-8f3d-ca1d8b11d726,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-31 21:24:55.993,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
71,c05b7b80-3e84-11ec-9f5d-269185fd6da4,4bc4a872-3e03-11ec-b4ad-0ac980024e64,FEC0BD6B-B9E5-4092-A5B2-0D98C8C6728E,2040-11-10 08:47:22.546,6bbda098-3e03-11ec-9fba-e1612ca28cf7
72,f9feefaa-3ae4-11ec-ae4b-3e81c36b4b01,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-11-05 18:06:06.282,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
73,9a2d123e-51bc-11ec-804e-9aa5b3327e81,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-12-04 19:45:02.398,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
74,b216282c-3e11-11ec-910b-6e7b990e60c1,03525e6c-3238-11ec-90bc-6e1d7fb94ce5,72a463af4c63ad99,2040-11-09 19:03:46.479,1511e6ea-3238-11ec-baed-db9564ba7148
75,8a6b1c3a-3315-11ec-9922-5adc50ad8e5b,8a69948c-3315-11ec-9922-5adc50ad8e5b,5c91d5f7f73f4172,2040-10-26 19:33:35.124,8a069110-3316-11ec-9558-81268cfa1e12
76,5487e9b2-32e9-11ec-9992-5adc50ad8e5b,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-26 14:17:06.859,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
77,e911508a-3e1c-11ec-af06-26857fb5220e,e90fad98-3e1c-11ec-af06-26857fb5220e,72a463af4c63ad99,2040-11-09 20:24:03.186,1c436d76-3e1d-11ec-a740-bc4950c54081
78,976a0308-4c40-11ec-9a8e-d22bdb8453e3,e92079e4-3e20-11ec-a5b2-9ecc81379b17,49A8D396-DFF4-4FFB-AE4C-2E453F3CFC6A,2040-11-27 20:14:44.356,320a7c5e-3e21-11ec-8ac5-2ba34ecb720d
79,7eb6aeac-414f-11ec-9500-c687132219c8,d4ade27c-404a-11ec-958a-269185fd6da4,EFC9C89B-670A-48DA-B85E-ED00CC8D2F6B,2040-11-13 22:03:42.575,f5e3ff62-404a-11ec-9d8e-ae78fe1d0ad6
80,1a65123a-51c7-11ec-86d5-2a414ec239b3,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-12-04 21:00:12.480,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
81,b5931a6a-420c-11ec-89a8-d22bdb8453e3,1c9eb906-3e1d-11ec-95d6-6e7b990e60c1,C4C61C23-3A7B-4116-AD0B-057AAE923AE3,2040-11-14 20:38:09.499,69881ffa-3e22-11ec-a810-ddc3ee85e7df
82,9df3d6de-404e-11ec-b162-669934ce5a0c,1c9eb906-3e1d-11ec-95d6-6e7b990e60c1,188FA448-0EE9-470A-B037-7E7A12C49761,2040-11-12 15:24:54.326,69881ffa-3e22-11ec-a810-ddc3ee85e7df
83,b1abde74-4364-11ec-acc9-9a58024cb2de,b1a9640a-4364-11ec-acc9-9a58024cb2de,E125CC18-9A54-4534-841D-6A7D166C175B,2040-11-16 13:40:29.825,e340d9c6-4364-11ec-a444-e734332dc01d
84,bb42c75e-3284-11ec-b92a-9a010fca4d91,aebf6e4c-3284-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-26 02:17:00.042,bc184e68-3286-11ec-8b7b-83da43ba4362
85,458e0596-4071-11ec-bff5-669934ce5a0c,e7d74f04-3286-11ec-9992-5adc50ad8e5b,c7dddaf2e30c33c3,2040-11-12 19:32:58.405,2350f594-3287-11ec-9bc4-d0dbea1a278a
86,0652fd2a-5294-11ec-b909-86e2d68480b1,e6d0a902-354c-11ec-8f3d-ca1d8b11d726,447953F0-EC35-4F1D-AA0A-CEBE161A799B,2040-12-05 21:27:05.637,fcd85ac4-354c-11ec-8a67-a069389d8a76
87,f4b2706e-3d8a-11ec-b16e-de83cac4f836,e6d0a902-354c-11ec-8f3d-ca1d8b11d726,849e7e8833a8b9a8,2040-11-09 02:59:16.175,fcd85ac4-354c-11ec-8a67-a069389d8a76
88,0a5b3724-51c8-11ec-bba4-42a91f77d458,66929f54-51ba-11ec-804e-9aa5b3327e81,C200624D-50B4-493D-8A76-A11BBE0FF0FC,2040-12-04 21:06:55.069,87cc8630-51ba-11ec-8401-8a1eed32e025
89,16e3eaf6-4078-11ec-80c3-669934ce5a0c,df24a4a8-3239-11ec-bed2-9a010fca4d91,71C3DB51-B99B-4868-8268-F0B4769C06F8,2040-11-12 20:21:46.592,ac47e572-3f9f-11ec-8706-336d1ac4848e
90,5b44289a-323c-11ec-bed2-9a010fca4d91,03525e6c-3238-11ec-90bc-6e1d7fb94ce5,72a463af4c63ad99,2040-10-25 17:38:55.225,1511e6ea-3238-11ec-baed-db9564ba7148
91,baa57e6e-53e4-11ec-acf0-9e680d492751,a901448e-4054-11ec-bff5-669934ce5a0c,9836B1D2-F4DB-4EB2-926A-FC2E9A73D7ED,2040-12-07 13:37:19.069,0a797542-4055-11ec-b470-35f604c8d212
92,ca20d7e2-3703-11ec-b873-eedd329acacc,e6d0a902-354c-11ec-8f3d-ca1d8b11d726,849e7e8833a8b9a8,2040-10-31 19:36:35.721,fcd85ac4-354c-11ec-8a67-a069389d8a76
93,81ae5d96-404e-11ec-80c3-669934ce5a0c,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-11-12 15:24:06.895,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
94,73ca369a-41cb-11ec-89a8-d22bdb8453e3,0539b938-4191-11ec-ba2f-c2804d2a32b1,010BB731-26D6-4C1E-9092-E2DB20D2396E,2040-11-14 12:51:01.843,4207fabe-4191-11ec-a39e-becb1c27bf8c
95,036f1f30-51db-11ec-a01a-9aa5b3327e81,b496f4a4-3e1c-11ec-a5b2-9ecc81379b17,c7dddaf2e30c33c3,2040-12-04 23:22:43.893,07bb7218-3e1d-11ec-807f-e967a48dff68
96,367678c0-3286-11ec-9992-5adc50ad8e5b,aebf6e4c-3284-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-26 02:27:36.237,bc184e68-3286-11ec-8b7b-83da43ba4362
97,beb393aa-3e23-11ec-a88f-6e7b990e60c1,5847ace2-324c-11ec-bed2-9a010fca4d91,5bd1fda9e6078acd,2040-11-09 21:12:58.585,98c86e0a-324c-11ec-a204-9da21b625b1f
98,a90353be-4054-11ec-bff5-669934ce5a0c,a901448e-4054-11ec-bff5-669934ce5a0c,FCF67330-3B6D-4A83-92E2-859A7C802D03,2040-11-12 16:08:09.863,0a797542-4055-11ec-b470-35f604c8d212
99,5cf267ba-3250-11ec-a715-5adc50ad8e5b,e5d1182c-323e-11ec-9992-5adc50ad8e5b,f5518b5d5a965c7b,2040-10-25 20:02:07.979,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
100,67499e32-4627-11ec-9500-c687132219c8,7a0ae39c-4626-11ec-9a4b-c687132219c8,82C6AAB8-4BE2-46D2-BCD8-BB2925914646,2040-11-20 01:59:19.218,1f72bb52-4627-11ec-9b1b-66de6f72b2fe
101,10f65f5e-41de-11ec-ba2f-c2804d2a32b1,e5d1182c-323e-11ec-9992-5adc50ad8e5b,72a463af4c63ad99,2040-11-14 15:04:16.476,4b96e0f6-323f-11ec-b1ea-94bbbdaee87f
102,30e91786-407e-11ec-b162-669934ce5a0c,30e752a2-407e-11ec-b162-669934ce5a0c,87FBD3B3-4DE2-4EB3-8D92-AC82027437D6,2040-11-12 21:05:27.227,3f2b1baa-407e-11ec-9d4e-d3c8bb216e8c
103,f1c47ab0-4be4-11ec-9a4b-c687132219c8,7fa774aa-4be4-11ec-89a8-d22bdb8453e3,2F2D3451-BFEA-49B5-950E-5BB6C27CDC56,2040-11-27 09:18:42.244,a2380034-4be4-11ec-8a8a-f97b5077e4e7
104,8154dee8-3e18-11ec-b4ad-0ac980024e64,81535c4e-3e18-11ec-b4ad-0ac980024e64,D4C781FD-52E5-4031-A070-CDBE931B3022,2040-11-09 19:52:31.159,86cf42e0-3e19-11ec-8ca4-e0c4d5ea46e8
105,8e1854dc-4072-11ec-b162-669934ce5a0c,1c9eb906-3e1d-11ec-95d6-6e7b990e60c1,46F8437F-A49B-4B01-BFD9-61376B02AE59,2040-11-12 19:42:09.604,69881ffa-3e22-11ec-a810-ddc3ee85e7df
106,bc2983bc-5645-11ec-be6c-9e680d492751,e7d5af0e-3e08-11ec-a653-0ac980024e64,389E10D3-7EF2-4ADA-BC44-C2B9DDDD183F,2040-12-10 14:16:45.120,086c0164-3e09-11ec-af1c-166bc3c05ee1
107,03566fb6-3238-11ec-90bc-6e1d7fb94ce5,03525e6c-3238-11ec-90bc-6e1d7fb94ce5,72a463af4c63ad99,2040-10-25 17:07:49.719,1511e6ea-3238-11ec-baed-db9564ba7148
108,01430f88-4348-11ec-acc9-9a58024cb2de,0140b45e-4348-11ec-acc9-9a58024cb2de,B5CA4778-7CEC-46CD-9E29-E650848DED73,2040-11-16 10:15:07.951,3ba443ea-4348-11ec-b120-40d7b2fee6a6
109,efb405f6-4bdf-11ec-ba2f-c2804d2a32b1,efb25d00-4bdf-11ec-ba2f-c2804d2a32b1,22AFACE7-40B9-4D10-8E82-015B3BF7C588,2040-11-27 08:42:51.297,5e64bb62-4be0-11ec-aad5-eccb9bc4f187
110,c7855d6c-4c40-11ec-ba2f-c2804d2a32b1,e92079e4-3e20-11ec-a5b2-9ecc81379b17,02044994-9519-478B-94CA-C2EB15463E17,2040-11-27 20:16:05.066,320a7c5e-3e21-11ec-8ac5-2ba34ecb720d
111,eac044ee-5713-11ec-b375-528885d94511,b496f4a4-3e1c-11ec-a5b2-9ecc81379b17,75CC0E20-A5F7-450A-B06E-B484CCA0FB24,2040-12-11 14:52:39.609,07bb7218-3e1d-11ec-807f-e967a48dff68
112,7a8d42b8-564f-11ec-b375-528885d94511,0539b938-4191-11ec-ba2f-c2804d2a32b1,9C3FF255-AB1B-4D65-AB9E-57F894681254,2040-12-10 15:26:30.011,4207fabe-4191-11ec-a39e-becb1c27bf8c
113,0c29330a-51d0-11ec-b909-86e2d68480b1,eb3a2e3a-404d-11ec-958a-269185fd6da4,6C7842C3-4842-48F2-9891-AB2B60B11D3D,2040-12-04 22:04:14.071,8faf58a8-51d0-11ec-afe6-e88efaccecbd
114,854aa898-3af3-11ec-b043-3e81c36b4b01,5847ace2-324c-11ec-bed2-9a010fca4d91,5bd1fda9e6078acd,2040-11-05 19:50:12.936,98c86e0a-324c-11ec-a204-9da21b625b1f
115,0a0df77e-3af9-11ec-ae4b-3e81c36b4b01,03525e6c-3238-11ec-90bc-6e1d7fb94ce5,72a463af4c63ad99,2040-11-05 20:29:43.158,1511e6ea-3238-11ec-baed-db9564ba7148
116,f121f7fe-51cf-11ec-a01a-9aa5b3327e81,1c9eb906-3e1d-11ec-95d6-6e7b990e60c1,552ED68A-7BD7-4AA7-816A-36468057000D,2040-12-04 22:03:28.725,69881ffa-3e22-11ec-a810-ddc3ee85e7df
